age,education,housing,loan,duration,empratevar,consconfid,y
31,1,1,0,159,1.1,-36.4,0
52,2,1,0,967,1.1,-36.4,1
36,2,1,0,260,1.1,-36.4,0
51,1,1,0,109,1.1,-36.4,0
52,2,0,0,579,1.1,-36.4,1
29,3,1,0,124,1.1,-36.4,0
51,3,0,0,158,1.1,-36.4,0
31,1,1,0,162,1.1,-36.4,0
36,2,0,0,211,1.1,-36.4,0
42,1,0,0,173,1.1,-36.4,0
32,1,0,0,73,1.1,-36.4,0
30,3,1,0,220,1.1,-36.4,0
27,1,1,0,110,1.1,-36.4,0
47,1,0,0,99,1.1,-36.4,0
56,1,1,0,112,1.1,-36.4,0
57,1,0,1,168,1.1,-36.4,0
27,3,1,0,283,1.1,-36.4,0
46,1,0,0,235,1.1,-36.4,0
43,3,1,0,138,1.1,-36.4,0
44,3,0,0,374,1.1,-36.4,0
52,4,1,0,353,1.1,-36.4,0
38,3,0,0,147,1.1,-36.4,0
48,1,0,0,332,1.1,-36.4,0
31,1,1,0,179,1.1,-36.4,0
33,4,1,0,396,1.1,-36.4,0
37,4,1,0,492,1.1,-36.4,0
34,1,1,0,360,1.1,-36.4,0
59,0,0,0,175,1.1,-36.4,0
34,4,1,1,97,1.1,-36.4,0
34,1,0,0,84,1.1,-36.4,0
29,3,1,0,57,1.1,-36.4,0
46,4,1,0,105,1.1,-36.4,0
46,1,0,0,886,1.1,-36.4,0
31,2,0,0,182,1.1,-36.4,0
58,0,0,0,467,1.1,-36.4,0
33,1,0,0,21,1.1,-36.4,0
32,4,0,0,470,1.1,-36.4,0
38,2,1,0,85,1.1,-36.4,0
51,4,0,0,120,1.1,-36.4,0
34,2,0,0,298,1.1,-36.4,0
30,1,0,0,249,1.1,-36.4,0
39,3,0,0,87,1.1,-36.4,0
47,1,1,0,622,1.1,-36.4,0
36,2,1,0,195,1.1,-36.4,0
47,2,0,0,179,1.1,-36.4,0
49,1,0,0,58,1.1,-36.4,0
33,3,0,0,1218,1.1,-36.4,1
54,1,0,1,500,1.1,-36.4,0
35,4,1,1,66,1.1,-36.4,0
25,2,0,0,328,1.1,-36.4,0
42,1,1,0,3078,1.1,-36.4,0
26,2,0,0,21,1.1,-36.4,0
36,3,0,0,150,1.1,-36.4,0
47,3,0,0,148,1.1,-36.4,0
43,1,0,0,102,1.1,-36.4,0
27,4,1,0,91,1.1,-36.4,0
40,2,1,0,201,1.1,-36.4,0
56,0,0,0,70,1.1,-36.4,0
59,1,1,0,19,1.1,-36.4,0
49,3,1,0,82,1.1,-36.4,0
40,1,0,0,59,1.1,-36.4,0
54,3,0,0,182,1.1,-36.4,0
43,1,0,0,365,1.1,-36.4,0
36,1,1,0,257,1.1,-36.4,0
53,3,1,0,280,1.1,-36.4,0
31,2,0,0,16,1.1,-36.4,0
53,3,0,0,249,1.1,-36.4,0
52,2,1,0,140,1.1,-36.4,0
34,4,0,0,184,1.1,-36.4,0
31,3,0,0,20,1.1,-36.4,0
54,4,0,0,686,1.1,-36.4,0
45,1,0,0,107,1.1,-36.4,0
40,1,0,0,224,1.1,-36.4,0
31,2,1,0,172,1.1,-36.4,0
41,4,1,0,19,1.1,-36.4,0
25,2,0,1,125,1.1,-36.4,0
35,4,1,0,280,1.1,-36.4,0
49,4,0,0,216,1.1,-36.4,0
53,2,0,0,109,1.1,-36.4,0
40,3,1,0,81,1.1,-36.4,0
46,1,1,1,409,1.1,-36.4,0
40,1,1,0,146,1.1,-36.4,0
48,0,1,1,83,1.1,-36.4,0
58,4,0,1,226,1.1,-36.4,0
30,4,0,0,191,1.1,-36.4,0
49,0,1,0,171,1.1,-36.4,0
54,2,0,0,13,1.1,-36.4,0
45,3,1,1,133,1.1,-36.4,0
34,2,1,0,656,1.1,-36.4,0
32,1,0,1,1205,1.1,-36.4,1
41,1,0,0,202,1.1,-36.4,0
50,1,1,0,206,1.1,-36.4,0
52,1,1,0,202,1.1,-36.4,0
45,0,0,0,79,1.1,-36.4,0
37,2,1,1,196,1.1,-36.4,0
25,1,0,0,186,1.1,-36.4,0
50,1,1,0,532,1.1,-36.4,0
43,1,1,0,97,1.1,-36.4,0
34,4,0,1,234,1.1,-36.4,0
41,1,0,0,216,1.1,-36.4,0
35,2,0,0,297,1.1,-36.4,0
31,2,0,0,1882,1.1,-36.4,1
34,4,0,0,243,1.1,-36.4,0
47,2,0,0,98,1.1,-36.4,0
52,1,1,0,81,1.1,-36.4,0
47,0,0,0,1334,1.1,-36.4,1
42,4,0,0,190,1.1,-36.4,0
28,2,0,0,142,1.1,-36.4,0
43,4,1,0,775,1.1,-36.4,0
41,1,0,0,335,1.1,-36.4,0
33,2,0,0,168,1.1,-36.4,0
53,4,1,0,68,1.1,-36.4,0
49,1,0,0,217,1.1,-36.4,0
45,1,1,0,68,1.1,-36.4,0
33,4,1,0,119,1.1,-36.4,0
45,1,1,0,160,1.1,-36.4,0
30,1,0,0,294,1.1,-36.4,0
49,3,1,0,57,1.1,-36.4,0
38,3,1,1,297,1.1,-36.4,0
39,2,1,0,90,1.1,-36.4,0
50,1,0,1,600,1.1,-36.4,0
58,0,1,0,38,1.1,-36.4,0
46,1,1,0,217,1.1,-36.4,0
46,2,0,0,142,1.1,-36.4,0
40,3,0,0,26,1.1,-36.4,0
36,2,0,0,369,1.1,-36.4,0
53,1,0,0,29,1.1,-36.4,0
32,0,0,0,274,1.1,-36.4,0
42,4,0,0,214,1.1,-36.4,0
39,2,1,0,24,1.1,-36.4,0
39,2,0,1,793,1.1,-36.4,0
53,1,0,0,182,1.1,-36.4,1
34,1,0,0,71,1.1,-36.4,0
39,2,1,1,203,1.1,-36.4,0
50,1,1,1,166,1.1,-36.4,0
40,2,0,0,167,1.1,-36.4,0
56,3,0,0,37,1.1,-36.4,0
41,3,0,0,154,1.1,-36.4,0
46,1,0,1,394,1.1,-36.4,0
36,0,0,0,127,1.1,-36.4,0
42,0,1,1,264,1.1,-36.4,0
38,3,1,0,231,1.1,-36.4,0
30,1,1,0,320,1.1,-36.4,0
42,1,0,0,618,1.1,-36.4,0
38,3,0,0,101,1.1,-36.4,0
31,2,0,0,110,1.1,-36.4,0
45,0,0,0,121,1.1,-36.4,0
33,1,0,0,85,1.1,-36.4,0
36,4,1,0,265,1.1,-36.4,0
41,2,1,0,171,1.1,-36.4,0
31,2,0,0,345,1.1,-36.4,0
36,2,1,1,224,1.1,-36.4,0
21,1,1,1,171,1.1,-36.4,0
29,2,1,0,67,1.1,-36.4,0
53,4,1,0,186,1.1,-36.4,0
39,1,0,1,269,1.1,-36.4,0
31,1,1,0,115,1.1,-36.4,0
44,4,1,1,273,1.1,-36.4,0
38,1,0,0,65,1.1,-36.4,0
47,0,0,0,434,1.1,-36.4,0
36,1,0,0,148,1.1,-36.4,0
27,1,0,0,507,1.1,-36.4,0
45,1,0,0,253,1.1,-36.4,0
34,1,0,0,27,1.1,-36.4,0
50,1,0,0,100,1.1,-36.4,0
40,1,0,0,116,1.1,-36.4,0
36,2,1,1,124,1.1,-36.4,0
40,4,1,0,66,1.1,-36.4,0
53,1,0,0,233,1.1,-36.4,0
40,4,1,0,380,1.1,-36.4,0
25,1,0,0,90,1.1,-36.4,0
42,4,0,0,258,1.1,-36.4,0
47,3,0,0,92,1.1,-36.4,0
46,4,0,0,423,1.1,-36.4,0
35,3,0,0,215,1.1,-36.4,0
45,1,0,0,209,1.1,-36.4,0
43,3,0,0,181,1.1,-36.4,0
58,1,0,0,201,1.1,-36.4,0
43,2,1,0,360,1.1,-36.4,0
33,1,1,0,155,1.1,-36.4,0
38,0,0,0,81,1.1,-36.4,0
32,4,1,1,40,1.1,-36.4,0
49,3,1,0,447,1.1,-36.4,0
36,0,0,0,137,1.1,-36.4,0
35,2,0,0,184,1.1,-36.4,0
45,1,0,0,121,1.1,-36.4,0
36,2,0,0,138,1.1,-36.4,0
45,1,1,0,207,1.1,-36.4,0
34,2,1,0,309,1.1,-36.4,0
54,2,1,0,134,1.1,-36.4,0
35,1,1,0,1777,1.1,-36.4,1
30,4,0,1,284,1.1,-36.4,0
40,2,0,0,70,1.1,-36.4,0
31,1,1,0,774,1.1,-36.4,0
52,1,0,0,62,1.1,-36.4,0
46,1,0,0,247,1.1,-36.4,0
27,2,0,1,318,1.1,-36.4,0
39,3,0,1,277,1.1,-36.4,0
59,4,0,0,126,1.1,-36.4,0
39,0,0,0,411,1.1,-36.4,0
55,3,0,0,85,1.1,-36.4,0
43,4,0,0,378,1.1,-36.4,0
42,2,0,0,83,1.1,-36.4,0
42,4,0,0,71,1.1,-36.4,0
56,0,1,0,102,1.1,-36.4,0
45,2,1,0,869,1.1,-36.4,0
38,1,0,1,208,1.1,-36.4,0
49,1,0,0,199,1.1,-36.4,0
57,1,1,0,47,1.1,-36.4,0
51,1,0,0,253,1.1,-36.4,0
31,1,0,0,244,1.1,-36.4,0
52,4,1,0,311,1.1,-36.4,0
57,4,1,0,177,1.1,-36.4,0
47,1,1,0,217,1.1,-36.4,0
42,1,1,0,189,1.1,-36.4,0
35,0,1,0,152,1.1,-36.4,0
31,4,1,0,151,1.1,-36.4,0
43,4,0,0,24,1.1,-36.4,0
44,1,1,0,212,1.1,-36.4,0
59,2,0,0,184,1.1,-36.4,0
57,0,1,0,473,1.1,-36.4,0
41,2,1,0,485,1.1,-36.4,0
32,2,0,0,140,1.1,-36.4,0
33,1,0,0,172,1.1,-36.4,0
54,1,0,0,77,1.1,-36.4,0
22,1,1,0,396,1.1,-36.4,0
36,4,0,0,274,1.1,-36.4,0
56,2,0,0,88,1.1,-36.4,0
41,2,0,1,129,1.1,-36.4,0
46,3,0,1,346,1.1,-36.4,0
60,2,0,1,474,1.1,-36.4,0
50,2,0,0,268,1.1,-36.4,0
49,1,1,1,222,1.1,-36.4,0
47,4,0,1,139,1.1,-36.4,0
34,2,0,0,1313,1.1,-36.4,0
49,4,0,0,72,1.1,-36.4,0
30,2,1,0,309,1.1,-36.4,0
35,2,1,0,61,1.1,-36.4,0
40,1,1,1,246,1.1,-36.4,0
42,2,0,0,205,1.1,-36.4,0
45,1,1,1,347,1.1,-36.4,0
40,1,1,0,381,1.1,-36.4,0
32,4,1,0,355,1.1,-36.4,0
41,1,1,0,256,1.1,-36.4,0
57,3,1,0,211,1.1,-36.4,0
34,2,0,0,211,1.1,-36.4,0
40,4,0,1,66,1.1,-36.4,0
44,1,0,0,1452,1.1,-36.4,0
51,1,0,0,487,1.1,-36.4,0
42,1,0,0,610,1.1,-36.4,0
32,2,1,0,120,1.1,-36.4,0
33,1,1,0,464,1.1,-36.4,0
43,1,1,1,547,1.1,-36.4,0
28,1,1,0,152,1.1,-36.4,0
37,2,1,0,522,1.1,-36.4,0
37,2,1,0,227,1.1,-36.4,0
41,1,1,0,129,1.1,-36.4,0
37,4,0,0,1376,1.1,-36.4,0
42,0,1,0,37,1.1,-36.4,0
60,0,0,0,360,1.1,-36.4,0
28,4,1,0,51,1.1,-36.4,0
45,4,0,0,834,1.1,-36.4,0
34,1,1,0,195,1.1,-36.4,0
52,2,1,0,106,1.1,-36.4,0
33,4,0,0,194,1.1,-36.4,0
43,4,0,0,535,1.1,-36.4,0
41,4,1,0,182,1.1,-36.4,0
31,3,0,0,296,1.1,-36.4,0
48,1,1,0,201,1.1,-36.4,0
47,2,0,0,281,1.1,-36.4,0
38,1,1,0,150,1.1,-36.4,0
51,3,0,0,76,1.1,-36.4,0
49,4,1,0,79,1.1,-36.4,0
31,1,0,0,359,1.1,-36.4,0
45,1,1,0,332,1.1,-36.4,0
41,1,0,0,592,1.1,-36.4,0
51,1,0,0,166,1.1,-36.4,0
46,4,0,0,245,1.1,-36.4,0
48,4,0,0,138,1.1,-36.4,0
51,1,1,0,369,1.1,-36.4,0
44,2,0,0,158,1.1,-36.4,0
30,2,1,0,261,1.1,-36.4,0
35,1,0,1,131,1.1,-36.4,0
35,4,0,0,592,1.1,-36.4,0
57,1,1,0,412,1.1,-36.4,0
38,4,1,0,137,1.1,-36.4,0
36,1,1,1,324,1.1,-36.4,0
30,4,0,0,266,1.1,-36.4,0
37,2,0,1,335,1.1,-36.4,0
31,1,0,0,235,1.1,-36.4,0
37,2,1,1,697,1.1,-36.4,0
31,0,0,0,170,1.1,-36.4,0
38,3,0,0,272,1.1,-36.4,0
29,4,1,0,1042,1.1,-36.4,0
36,2,0,0,271,1.1,-36.4,0
41,1,1,0,378,1.1,-36.4,0
32,2,1,0,107,1.1,-36.4,0
42,1,1,0,78,1.1,-36.4,0
27,1,1,0,383,1.1,-36.4,0
34,3,0,0,185,1.1,-36.4,0
44,4,1,0,254,1.1,-36.4,0
42,3,0,0,107,1.1,-36.4,0
29,2,1,0,157,1.1,-36.4,0
40,1,0,0,85,1.1,-36.4,0
57,3,0,0,249,1.1,-36.4,0
42,1,1,0,163,1.1,-36.4,0
50,1,1,1,112,1.1,-36.4,0
58,1,1,0,188,1.1,-36.4,0
34,3,1,0,148,1.1,-36.4,0
40,4,0,0,145,1.1,-36.4,0
46,1,1,1,415,1.1,-36.4,0
33,2,1,0,742,1.1,-36.4,0
42,1,0,0,129,1.1,-36.4,0
27,1,0,0,37,1.1,-36.4,0
41,2,0,0,120,1.1,-36.4,0
39,3,1,0,185,1.1,-36.4,0
58,1,0,0,1045,1.1,-36.4,1
31,1,0,0,204,1.1,-36.4,0
48,3,1,0,205,1.1,-36.4,0
45,3,0,0,74,1.1,-36.4,0
30,3,0,0,190,1.1,-36.4,0
58,1,0,0,325,1.1,-36.4,0
39,1,0,0,650,1.1,-36.4,1
41,3,0,0,148,1.1,-36.4,0
44,1,0,0,38,1.1,-36.4,0
47,1,0,0,625,1.1,-36.4,0
32,4,0,1,175,1.1,-36.4,0
39,1,1,0,134,1.1,-36.4,0
45,1,0,0,97,1.1,-36.4,0
33,3,0,0,282,1.1,-36.4,0
27,1,1,0,304,1.1,-36.4,0
57,1,1,1,438,1.1,-36.4,0
32,1,1,0,999,1.1,-36.4,0
33,1,0,0,127,1.1,-36.4,0
57,0,0,1,446,1.1,-36.4,0
34,1,0,1,289,1.1,-36.4,0
58,1,0,0,217,1.1,-36.4,0
50,4,1,0,169,1.1,-36.4,0
44,1,1,1,247,1.1,-36.4,0
48,3,1,0,140,1.1,-36.4,0
56,2,1,0,60,1.1,-36.4,0
42,1,1,1,99,1.1,-36.4,0
37,2,0,0,26,1.1,-36.4,0
29,3,0,0,128,1.1,-36.4,0
32,3,1,0,215,1.1,-36.4,0
40,2,0,0,64,1.1,-36.4,0
39,2,1,1,52,1.1,-36.4,0
34,1,1,0,216,1.1,-36.4,0
50,1,1,1,292,1.1,-36.4,0
28,1,0,0,129,1.1,-36.4,0
43,1,0,0,201,1.1,-36.4,0
27,2,1,0,210,1.1,-36.4,0
38,1,0,0,114,1.1,-36.4,0
37,3,1,0,657,1.1,-36.4,0
39,1,1,1,88,1.1,-36.4,0
36,4,1,0,147,1.1,-36.4,0
43,2,0,0,443,1.1,-36.4,0
55,1,1,1,73,1.1,-36.4,0
35,4,0,0,127,1.1,-36.4,0
27,1,0,0,1063,1.1,-36.4,1
51,1,0,0,446,1.1,-36.4,0
34,2,0,0,252,1.1,-36.4,0
28,3,1,0,80,1.1,-36.4,0
50,1,0,0,1446,1.1,-36.4,0
26,1,1,1,144,1.1,-36.4,0
50,1,1,1,412,1.1,-36.4,0
52,1,0,0,222,1.1,-36.4,0
52,1,1,1,29,1.1,-36.4,0
45,2,0,0,165,1.1,-36.4,0
37,0,0,0,154,1.1,-36.4,0
43,1,1,0,202,1.1,-36.4,0
46,2,1,0,723,1.1,-36.4,0
45,4,0,0,550,1.1,-36.4,0
31,3,1,0,130,1.1,-36.4,0
39,3,0,0,192,1.1,-36.4,0
55,4,0,0,146,1.1,-36.4,0
55,2,0,0,239,1.1,-36.4,0
27,4,1,0,304,1.1,-36.4,0
38,4,0,0,114,1.1,-36.4,0
24,4,0,0,139,1.1,-36.4,0
36,2,0,0,445,1.1,-36.4,0
44,1,1,1,139,1.1,-36.4,0
33,1,0,0,16,1.1,-36.4,0
30,4,0,0,169,1.1,-36.4,0
28,1,0,0,125,1.1,-36.4,0
60,4,0,0,266,1.1,-36.4,0
38,4,1,0,446,1.1,-36.4,0
42,1,1,1,267,1.1,-36.4,0
35,2,1,1,6,1.1,-36.4,0
53,2,0,0,15,1.1,-36.4,0
24,2,0,0,172,1.1,-36.4,0
35,4,0,0,94,1.1,-36.4,0
25,2,0,0,268,1.1,-36.4,0
59,4,1,1,130,1.1,-36.4,0
48,1,0,0,70,1.1,-36.4,0
56,1,0,0,91,1.1,-36.4,0
43,0,1,0,324,1.1,-36.4,0
32,1,0,0,465,1.1,-36.4,0
27,1,1,1,274,1.1,-36.4,0
34,1,0,0,300,1.1,-36.4,0
31,3,1,0,191,1.1,-36.4,0
37,2,0,0,56,1.1,-36.4,0
29,2,0,0,189,1.1,-36.4,0
35,4,1,0,236,1.1,-36.4,0
57,0,0,0,137,1.1,-36.4,0
43,3,1,0,614,1.1,-36.4,0
49,2,0,0,363,1.1,-36.4,0
50,1,1,0,418,1.1,-36.4,0
33,4,1,0,221,1.1,-36.4,0
34,1,1,0,96,1.1,-36.4,0
24,2,0,0,119,1.1,-36.4,0
43,1,1,0,103,1.1,-36.4,0
44,4,0,0,10,1.1,-36.4,0
37,3,1,0,216,1.1,-36.4,0
39,1,1,0,484,1.1,-36.4,0
33,3,0,0,485,1.1,-36.4,0
46,1,1,0,404,1.1,-36.4,0
39,1,1,0,175,1.1,-36.4,0
28,4,1,0,138,1.1,-36.4,0
25,3,1,1,243,1.1,-36.4,0
39,2,0,0,919,1.1,-36.4,0
31,1,0,0,203,1.1,-36.4,0
32,2,0,0,247,1.1,-36.4,0
32,2,0,1,89,1.1,-36.4,0
41,0,0,0,185,1.1,-36.4,0
22,1,0,0,777,1.1,-36.4,0
39,1,0,0,340,1.1,-36.4,0
29,2,0,0,110,1.1,-36.4,0
50,3,1,0,256,1.1,-36.4,0
46,1,0,0,165,1.1,-36.4,0
39,1,1,0,54,1.1,-36.4,0
55,1,1,0,26,1.1,-36.4,0
43,4,0,0,350,1.1,-36.4,0
42,2,1,0,226,1.1,-36.4,0
41,1,1,0,167,1.1,-36.4,0
31,4,0,0,47,1.1,-36.4,0
56,1,1,0,214,1.1,-36.4,0
40,1,1,0,446,1.1,-36.4,0
46,1,1,0,153,1.1,-36.4,0
56,2,1,0,181,1.1,-36.4,0
42,1,0,0,747,1.1,-36.4,0
41,2,1,0,214,1.1,-36.4,0
41,1,1,0,270,1.1,-36.4,0
53,4,0,1,37,1.1,-36.4,0
33,1,0,0,129,1.1,-36.4,0
25,2,0,0,72,1.1,-36.4,0
42,2,0,0,1392,1.1,-36.4,1
34,2,1,1,441,1.1,-36.4,0
41,1,1,0,725,1.1,-36.4,0
38,2,0,0,213,1.1,-36.4,0
31,2,0,1,177,1.1,-36.4,0
46,3,1,0,273,1.1,-36.4,0
58,4,0,0,98,1.1,-36.4,0
39,2,0,1,480,1.1,-36.4,0
54,1,1,0,152,1.1,-36.4,0
31,4,1,0,204,1.1,-36.4,0
40,2,1,1,117,1.1,-36.4,0
56,1,0,0,246,1.1,-36.4,0
41,4,0,0,352,1.1,-36.4,0
33,2,0,0,190,1.1,-36.4,0
55,2,1,0,719,1.1,-36.4,1
33,2,0,0,277,1.1,-36.4,0
48,2,0,0,315,1.1,-36.4,0
28,1,1,0,289,1.1,-36.4,0
39,4,0,0,225,1.1,-36.4,0
42,1,0,1,408,1.1,-36.4,0
60,2,1,0,74,1.1,-36.4,0
35,1,0,0,24,1.1,-36.4,0
45,4,1,1,369,1.1,-36.4,0
36,1,1,0,167,1.1,-36.4,0
33,1,1,0,64,1.1,-36.4,0
54,1,1,0,151,1.1,-36.4,0
49,1,0,1,801,1.1,-36.4,1
46,1,0,0,336,1.1,-36.4,0
32,4,0,0,59,1.1,-36.4,0
42,1,0,0,93,1.1,-36.4,0
37,1,0,0,181,1.1,-36.4,0
35,4,0,0,86,1.1,-36.4,0
47,1,0,0,317,1.1,-36.4,0
33,3,1,0,120,1.1,-36.4,0
38,1,1,1,388,1.1,-36.4,0
39,4,0,0,174,1.1,-36.4,0
55,2,1,0,72,1.1,-36.4,0
35,2,1,0,126,1.1,-36.4,0
55,2,1,0,339,1.1,-36.4,0
33,1,0,0,171,1.1,-36.4,0
32,1,1,0,162,1.1,-36.4,0
32,1,1,0,18,1.1,-36.4,0
32,1,0,0,129,1.1,-36.4,0
42,4,1,1,938,1.1,-36.4,1
38,2,1,0,173,1.1,-36.4,0
56,1,0,0,222,1.1,-36.4,0
55,2,1,1,692,1.1,-36.4,0
33,3,1,1,262,1.1,-36.4,0
45,2,1,1,78,1.1,-36.4,0
58,4,0,0,134,1.1,-36.4,0
46,4,1,1,323,1.1,-36.4,0
33,4,1,0,43,1.1,-36.4,0
50,1,0,1,245,1.1,-36.4,0
56,1,0,0,482,1.1,-36.4,0
33,1,1,1,207,1.1,-36.4,0
26,4,1,1,56,1.1,-36.4,0
49,2,1,0,85,1.1,-36.4,0
36,2,1,1,201,1.1,-36.4,0
52,4,0,0,353,1.1,-36.4,0
49,1,0,1,554,1.1,-36.4,0
49,1,0,0,432,1.1,-36.4,0
28,2,0,0,27,1.1,-36.4,0
36,2,0,0,361,1.1,-36.4,0
45,3,1,0,565,1.1,-36.4,1
41,4,0,0,162,1.1,-36.4,0
49,2,0,0,139,1.1,-36.4,0
31,3,0,0,287,1.1,-36.4,0
32,3,0,0,147,1.1,-36.4,0
59,3,0,0,905,1.1,-36.4,1
25,2,1,1,118,1.1,-36.4,0
22,1,0,0,91,1.1,-36.4,0
43,1,0,0,111,1.1,-36.4,0
35,1,1,0,162,1.1,-36.4,0
60,1,1,0,236,1.1,-36.4,0
40,4,0,0,73,1.1,-36.4,0
37,3,1,0,123,1.1,-36.4,0
37,4,1,1,298,1.1,-36.4,0
36,4,0,0,86,1.1,-36.4,0
35,1,1,0,420,1.1,-36.4,0
43,1,1,0,139,1.1,-36.4,0
39,1,1,0,164,1.1,-36.4,0
56,0,1,0,508,1.1,-36.4,0
37,2,0,0,139,1.1,-36.4,0
38,3,0,0,192,1.1,-36.4,0
37,4,0,0,226,1.1,-36.4,0
54,1,0,0,783,1.1,-36.4,1
53,2,0,0,264,1.1,-36.4,0
38,1,0,0,166,1.1,-36.4,0
47,3,0,0,27,1.1,-36.4,0
33,2,0,0,353,1.1,-36.4,0
39,1,1,0,85,1.1,-36.4,0
36,3,0,0,1106,1.1,-36.4,0
35,1,0,0,419,1.1,-36.4,0
40,4,1,1,603,1.1,-36.4,0
55,4,1,1,415,1.1,-36.4,0
37,1,1,0,179,1.1,-36.4,0
53,1,0,0,872,1.1,-36.4,0
36,2,0,0,52,1.1,-36.4,0
32,1,0,0,490,1.1,-36.4,0
42,2,1,0,63,1.1,-36.4,0
52,4,1,0,27,1.1,-36.4,0
33,2,0,1,425,1.1,-36.4,0
51,3,0,0,12,1.1,-36.4,0
32,4,1,0,350,1.1,-36.4,0
33,3,1,0,103,1.1,-36.4,0
34,2,0,0,210,1.1,-36.4,0
34,2,0,0,261,1.1,-36.4,0
55,4,1,0,115,1.1,-36.4,0
33,2,1,0,641,1.1,-36.4,0
34,1,1,1,71,1.1,-36.4,0
52,4,1,0,370,1.1,-36.4,0
55,1,1,0,958,1.1,-36.4,1
45,1,1,0,103,1.1,-36.4,0
34,1,1,1,628,1.1,-36.4,0
53,4,1,0,232,1.1,-36.4,0
43,4,0,0,68,1.1,-36.4,0
33,1,1,0,192,1.1,-36.4,0
39,1,0,0,494,1.1,-36.4,0
29,1,1,0,166,1.1,-36.4,0
35,1,1,0,151,1.1,-36.4,0
45,1,1,0,204,1.1,-36.4,0
35,1,1,0,180,1.1,-36.4,0
37,4,0,0,494,1.1,-36.4,0
38,1,0,0,530,1.1,-36.4,0
35,3,0,0,759,1.1,-36.4,0
36,4,0,0,85,1.1,-36.4,0
30,1,0,0,445,1.1,-36.4,0
53,1,0,0,345,1.1,-36.4,0
30,4,0,0,819,1.1,-36.4,1
41,1,0,0,16,1.1,-36.4,0
40,1,0,0,32,1.1,-36.4,0
36,4,0,0,648,1.1,-36.4,0
36,2,0,0,29,1.1,-36.4,0
44,2,0,0,220,1.1,-36.4,0
56,2,0,0,151,1.1,-36.4,0
38,4,1,0,290,1.1,-36.4,0
35,3,1,1,634,1.1,-36.4,0
35,4,0,1,717,1.1,-36.4,0
28,2,1,0,249,1.1,-36.4,0
43,1,0,1,228,1.1,-36.4,0
30,3,0,0,122,1.1,-36.4,0
36,4,1,0,544,1.1,-36.4,0
40,1,1,1,951,1.1,-36.4,0
35,4,1,0,412,1.1,-36.4,1
27,1,1,1,264,1.1,-36.4,0
42,1,0,0,211,1.1,-36.4,0
49,1,1,0,97,1.1,-36.4,0
38,3,1,1,192,1.1,-36.4,0
31,2,1,0,160,1.1,-36.4,0
57,1,0,0,97,1.1,-36.4,0
29,1,0,0,244,1.1,-36.4,0
36,4,1,0,578,1.1,-36.4,0
55,2,1,0,359,1.1,-36.4,0
30,2,1,0,190,1.1,-36.4,0
32,1,0,0,111,1.1,-36.4,0
49,1,1,0,487,1.1,-36.4,0
48,4,1,0,396,1.1,-36.4,0
30,1,0,0,59,1.1,-36.4,0
53,2,1,0,111,1.1,-36.4,0
40,4,0,1,502,1.1,-36.4,0
31,1,0,1,795,1.1,-36.4,1
60,3,1,0,202,1.1,-36.4,0
45,1,0,0,135,1.1,-36.4,0
56,4,1,0,29,1.1,-36.4,0
31,1,0,0,408,1.1,-36.4,0
56,4,1,1,136,1.1,-36.4,0
60,1,0,1,141,1.1,-36.4,0
34,1,0,0,103,1.1,-36.4,0
56,4,0,1,171,1.1,-36.4,0
33,1,0,0,229,1.1,-36.4,0
29,2,0,0,93,1.1,-36.4,0
49,1,1,0,61,1.1,-36.4,0
53,1,0,0,35,1.1,-36.4,0
49,2,0,0,7,1.1,-36.4,0
43,3,0,0,51,1.1,-36.4,0
38,1,0,0,17,1.1,-36.4,0
48,1,1,0,504,1.1,-36.4,0
43,2,0,0,726,1.1,-36.4,0
30,1,0,0,542,1.1,-36.4,0
31,3,0,0,257,1.1,-36.4,0
37,2,0,0,112,1.1,-36.4,0
42,1,1,0,250,1.1,-36.4,0
59,2,0,0,294,1.1,-36.4,0
42,0,1,1,303,1.1,-36.4,0
36,3,1,1,828,1.1,-36.4,1
41,1,1,1,343,1.1,-36.4,0
44,2,0,0,206,1.1,-36.4,0
40,4,1,1,786,1.1,-36.4,0
39,2,0,0,178,1.1,-36.4,0
40,3,0,0,509,1.1,-36.4,0
33,3,1,0,161,1.1,-36.4,0
57,2,1,1,125,1.1,-36.4,0
31,2,1,1,159,1.1,-36.4,0
57,1,0,1,221,1.1,-36.4,0
48,1,1,0,211,1.1,-36.4,0
52,2,0,0,68,1.1,-36.4,0
37,0,0,0,293,1.1,-36.4,0
42,4,0,0,389,1.1,-36.4,0
33,2,0,0,240,1.1,-36.4,0
36,2,0,0,145,1.1,-36.4,0
57,1,1,0,59,1.1,-36.4,0
51,1,1,1,39,1.1,-36.4,0
43,2,1,0,140,1.1,-36.4,0
55,4,1,0,53,1.1,-36.4,0
41,1,1,1,44,1.1,-36.4,0
27,2,1,0,212,1.1,-36.4,0
37,4,0,0,57,1.1,-36.4,0
37,1,0,0,45,1.1,-36.4,0
40,2,1,0,738,1.1,-36.4,0
28,1,1,0,102,1.1,-36.4,0
31,1,0,1,161,1.1,-36.4,0
32,2,1,1,383,1.1,-36.4,0
32,2,1,1,184,1.1,-36.4,0
35,2,0,0,122,1.1,-36.4,0
36,3,1,0,137,1.1,-36.4,0
31,2,0,0,189,1.1,-36.4,0
38,1,1,0,88,1.1,-36.4,0
46,1,0,0,418,1.1,-36.4,0
